review_id,split,sentiment,review
4714_10,train,pos,"Famous words of foreign nightclub owner Roman Maroni, that ""lousy cork sucker"" who spends the whole movie not only as Johnny Dangerously's rival, but butchering the English language as well.<br /><br />Another underrated classic that you can only find on afternoon matinées or ""Late Late Late Show""'s, Johnny Dangerously is a terrific satirical hit about a good hearted boy who secretly leads a life of crime to help pay for his mother's medical care and put his brother through law school.<br /><br />Yes there's a story, but who cares?? A cast that includes Joe Piscopo, Dom DeLuise, Marilu Henner, and Alan Hale Jr will keep you waiting to see what happens next.<br /><br />There's too many laughs in this to put on here. Like Airplane, you have to pay attention or you'll miss something. Highly recommended to anyone who can use a good laugh or two!!!"
6189_7,test,pos,"Sleeper Cell attempts to swim both sides of the pool (terrorism/patriotic Muslim Americans), and it does neither very well.<br /><br />I had put off watching this show for a very long time, because I had a feeling it would be too predictable, but after a year in my netflix queue, I finally moved it up to the front.<br /><br />The show is about an undercover Muslim man working for the FBI in an attempt to infiltrate a terrorist cell operating in the United States. The undercover agent in the show actually is a Muslim, so we see his conflict/resolution between his Patriotism and his Religious beliefs. Personally I would have rather watched a drama about a Muslin American family living in the United States, but it is doubtful that an America TV channel (cable or network) will ever produce anything that shows Muslims in a flattering light.<br /><br />I am not a Muslim, but I have a lot of Muslim American Friends, and I can honestly say that none of them are terrorists and they all love America.<br /><br />Sleeper Cell comes close to busting stereotypes of Muslims, but it also focuses on the worse Muslim stereotypes. In the first episode we see an ""honor killing,"" which is a very poor portrayal of Islam, but in the 3rd episode we see a very respected moderate Muslim scholar teaching the viewer that the real Jihad is actually a personal struggle that is not meant to incite violence towards others.<br /><br />If only the Moderate Muslim scholar had been the main character of the show.<br /><br />Americans need to learn a lot more about Islam, Sleeper Cell helps a little bit, but it comes up far short of giving the America audience what it really needs to knows.<br /><br />That said, the acting in this show is superb, and the drama is extremely engrossing. If only they had made this show about Islam in America without the terrorism, it would have been first rate."
10211_8,test,pos,"I doubt if the real story of the development of Western Union would ever have gained a real audience. Instead of talking about the building of the telegraph system out west, it was the story of board rooms, dominated by one of the most interesting (and disliked) of the great ""Robber Barons"": Jay Gould. Gould picked up the struggling company and turned it into a communication giant - and part of his attempt at a national railway system to rival Vanderbilt's. But this, while interesting, is not as exciting as the story of the laying of the telegraph lines themselves. At least, that is how audiences would see it. Jay Gould died in 1892. Had he lived into the modern era, and invested in Hollywood, he probably would have agreed to that assessment too.<br /><br />The film deals with how the laying of the telegraph system is endangered by Indians, spurred on by one Jack Slade (Barton MacLane). Slade, a desperado, is not happy with the development of a communication system that will certainly put a crimp in his abilities to evade the police in the territories. He is confronted by the man in charge of the laying of the telegraph wires, Edward Creighton (Dean Jagger), Creighton's associate Richard Blake (Robert Young), and a quasi-lawman Vance Shaw (Randolph Scott), who is Slade's brother. Blake, an Easterner with little understanding of the West, is romancing Creighton's sister Sue (Virginia Gilmore), but finds it hard to get used to his new surroundings. But he does become a close friend of Shaw, especially in trying to confront Slade.<br /><br />Slade was a real Western criminal, by the way, and the subject of a section of Mark Twain's ROUGHING IT. He was hanged in the 1870s. But he did not have any involvement in stirring up Indians against railroads or telegraph companies. However, MacLane makes him a memorably evil, and totally vicious type. His killing of one of the major characters is done suddenly and from behind - and he views the corpse as though he has just got rid of an annoyance. But Lang is responsible for that, as well as other touches. Look at the sequence with Chill Wills, where he is on a telegraph pole repairing it. He spits tobacco juice several times while talking to Young, who gets a little splattered. Then there is an Indian attack which we watch from the ground level. At the conclusion, Young suddenly gets splattered again, but it's not brown but red that covers him. He looks up at the pole's top, and there is Wills with an Indian arrow through him.<br /><br />It is an exciting film to watch, and well worth catching."
8576_1,train,neg,"Solid comedy entertainment, with musical interludes, it generates a fast pace that carries proceedings along in zestful tempo through a maze of humorous and chiller complications. Boris Karloff, Bela Lugosi and Peter Lorre form a strong setup of sinister villainy. The script contains all the standard mystery film props-sliding panels, secret passageways, thunder and lightning and poisoned blow-darts. Karloff, Lugosi and Lorre go in for heavy leers and obvious melodramatics of the gaslit era. Kay Kyser and his band offered great entertainment for the people living in the 1940's who were trying to forget about the horror's of World War II."
4416_4,train,neg,"A less-than-subtle poke at the beliefs and teachings of the Catholic Church is given a darker shade of death near the end of the show. Throughout the show, dark humour plays a medium through which several commonly heard rhetoric questions are asked, especially ""If God is so good, why does he allow evil to exist in the world?""<br /><br />Diane Keaton is excellent in her role as an exaggerated version (though some might disagree) of they stereotyped religious teacher who spouts the ""company line"" and condemns half the world to burn in Hell. To celebrate her school's 25th anniversary, she invites her first students to return and perform their Christmas pageant.<br /><br />However, when the quartet ""update"" their play to parody Sister Mary's ""fallacious"" teachings, the nun is pushed over the edge, sending the story spiralling into a chain of unhappy events. The ending finally leaves the audience with a sick feeling in their hearts.<br /><br />Not recommended. Go watch the play instead."
4049_9,test,pos,"This is a remake of the anime classic from the 80's, and this one is even better. Sylia, Nene, Linna, and Priss are all back as the Knight Sabers in their hard-suits battling the robotic boomers. The animation is crisp, the characters are well-developed, and the action rocks. Priss is a singer in her regular job, so the series features some wonderful songs as well. There is a fair amount of violence, but most of it is against robots, and there is some fan service, but nothing too racy. The DVDs also have many extras, including commentaries, which really enhance your understanding and enjoyment of the show. A must-have for any anime fan.<br /><br />Also recommended: Burst Angel, Armitage III"
2336_4,train,neg,"I read some gushing reviews here on IMDb and thought I would give this movie a look. Disappointed. On the plus side the male leads are good, and some interesting photography but as a whole this movie fails to convince. Seems to be full of its' own self indulgent importance in trying to say something meaningful but falls way short and all in all the picture is an unconvincing mess.<br /><br />It is one of those films classified as a film noir which can be defined as follows:<br /><br />""A film noir is marked by a mood of pessimism, fatalism, menace and cynical characters"".<br /><br />Well that is the story here: 3 losers stumble upon each other with their collective problems that include mental illness, alcoholism, laziness, indebtedness etc and together they conspire to kidnap a child and outwit each other.<br /><br />Would have been a much better movie if the story was confined more to the kidnap instead of the character failings of the kidnappers. I thought the female lead was way out of her depth and came across as an amateur actress.<br /><br />Whilst some good moments, I finished up feeling I had wasted my time.<br /><br />4/10."
5569_7,train,pos,"Cheech & Chong's Next Movie (1980) was the second film to star to pot loving duo of Cheech Marin and Tommy Chong. The lovable burn out smokers are now roommates. They live in a condemned building looking for ways to score more smoke and just lay about all day. But Cheech is the ""responsible"" one. He has a job and a steady girlfriend. One day, Cheech wants to get his freak on so he tries to get Chong out of the house. Another problem arises as well, Cheech's brother ""Red"" (Cheech is another role) is in town and wants to hang with him. Firguring that he could kill two birds with one stone, Cheech pawns Chong off and Red. What kind of adventures will Chong and Red get into? Will Cheech get his freak on? How long will Chong go without some smoke? Just watch CHEECH & CHONG'S NEXT MOVIE to find out!!<br /><br />Tommy Chong takes over the directorial reigns for the sequel. He received some experience when he did some uncredited work on UP IN SMOKE. Funny but not as good as the first film. But Cheech and Chong fans will enjoy it. Followed by NICE DREAMS.<br /><br />Recommended."
6767_4,train,neg,"I can sit through this movie once, but I doubt I could make it through a second time. Mildly entertaining mainly for the physical presence of Lindsay Lohan. The fun of Matt Dillon(think Something About Mary), and the re-emergence of a more serious acting Micheal Keaton. This is not the fun romp The Love Bug was but it is watchable. One of my main detractions from the movie was the fact that Herbie had evolved into R2D2 antics for the most part. I was bored with the headlight eyes effects about the second time of the 30 or so times they were used and the bending front fender caused the same reaction from me. Go see this with your little ones, i.e. the ""single digit bracket"" kids and don't expect a lot from this film.<br /><br />_X"
12474_8,test,pos,"After I first saw this, I thought, ""Wow, this is the most spectacular movie, visually-speaking, I've ever seen."" Since that time, I've seen some that topped it but it still ranks as one of the best in that department. I'm just disgusted the long-awaited DVD was so poorly done, the quality of this transfer hardly better than the VHS tape.<br /><br />The jungle scenes are filmed in Cameroon, and ""lush"" is the best adjective to describe what you see. Except for jungle sounds, ""seeing"" is certainly almost everything in the beginning as there is almost no ""hearing,"" no dialog until Tarzan (Christopher Lambert) befriends Ian Holm and vice-versa....so be ready for that, if you haven't watched this film. <br /><br />Story-wise, all I'll say is this is not the Tarzan many of us came to know in Johnny Weismuller films.....but that's not a complaint. For those craving action, and don't care about cinematography as I do, you just have to get past that silent introduction period <br /><br />In this Tarzan version, our hero goes back to Scotland (his roots), adapts to that environment (for the most part....and a little too quickly for credibility, frankly) and then returns to the jungle without Jane. This is supposedly more true to the Tarzan books, written by Edgar Rice Burroughs.<br /><br />The special effects in here were done by Rick Baker, one of the best in the business. Sharp DVD or not, this is still a stunning film to view and very interesting throughout its 2 hours and 15 minutes."
10259_8,train,pos,"A lot of people unfairly sh!t on this series but several of the Guinea Pig videos are fairly entertaining. Devil's Experiment in particular has some really fantastic effects work--not just the infamous eyeball scene but also a very realistic skin slice on the foot and a hand breaking with a sledgehammer are very realistic--especially for the video's vintage and low-budget.<br /><br />Let me start at the beginning now for those who don't know: This film is an ""extreme"" torture/fake snuff film that surfaced in Japan in the mid-80s. It's plot as it stands is simple: A young girl is held by a few men and forced to undergo a series of brutal tortures to see where her breaking point is. This entails brutal violence--all effectively realistic effects including the ones mentioned in the last paragraph as well as a painful looking application of hot oil to the captive girl's arm and placing of maggots in the subsequent flaky wound.<br /><br />The least effective sequences are at the very beginning of the video and consist of an unconvincing slap session where three men take turns slapping the hell out of the girl as her head falls about and a second sequence where the three men take turns kicking the girl and pushing her to the ground. These two scenes are obviously staged and detract from the realism of the rest of the proceedings.<br /><br />The actress who plays the victim of the ""experiment"" is pretty convincing at being in pain and takes a good amount of abuse and rough stuff on camera. Her reactions as she has headphones strapped to her head and loud noises are played for hours on end are chilling. Some of the other abuse she takes is being strung up in a net from a tree during the only times she is given a rest. Also there is a disturbing scene where the giggling captors through guts at her and one other disgustingly sleazy scene where she is spun in an office chair and forced to drink a bottle of Jack Daniels till she pukes.<br /><br />If you haven't seen this series I hope I have helped you decide whether or not you want to give this episode a shot. 8.5/10 for Devil's Experiment."
5538_8,test,pos,"I just wanted to write a quick response to all those people who give this film a bad review because they think it isn't funny or that it's boring. <br /><br />Here's the trick --- the film is not meant to be just a comedy. It's got some depth to it. Like many Demme films it deals with people living in some of the odd corners of our society who are trying to work out how to put together a fulfilling life for themselves. <br /><br />Unfortunately, the movie and home video industries don't deal well with subtlety and drop this in the ""COMEDY"" bin. It IS funny, but a lot of the humor is off-beat. However, the heart of the movie is not about the humor but about the people in it.<br /><br />It may not be one of the greatest films in the world but it is solid and entertaining. <br /><br />And the cast is one of those that shows why casting is an art unto itself. Michelle Pfieffer is great and this may be the film that showed she had some acting chops to add to her beauty. Mercedes Ruehl is a big hoot and gets to chew the scenery in the way only she can, in a role which requires it. Throw in Oliver Platt, Joan Cusack in smaller roles and the talented Dean Stockwell ... and even Chris Isaak and you've got a great cast throughout which here, as usual, makes a great difference.<br /><br />Matthew Modine is fun, but more important, he's a major hottie in this movie. Hot, cute and sexy.<br /><br />Sit back, expect the unexpected and let the movie take you where it wants to go and you should have a great time."
5751_10,train,pos,"What can i say about this movie? I have seen it quite a few times since the first time when i was around 6. I have seen the english version and it is done very well. It is a great movie for all ages, but it is directed more for children. I love the childlike humor and appreciate it. If you have not seen it, you should try to rent a copy, you will not be disappointed!"
4222_4,test,neg,"If you really loved GWTW, you will find quite disappointing the story. Those who may think this is just about a romantic story and the south, will be probably satisfied with this decent TV production (altought I consider an important miscast the choice for Scarlett). But, let me say that considering the novel, nothing good could came out of this.<br /><br />I've read GWTW more than 20 times and I can really appreciate the adaptation Mrs. Mitchell did for the film. It took me some time to understand how good the ending was: Scarlett knew for sure she was going to recover Rhett, since she always got what she wanted. But there was no kiss in the end.<br /><br />Then Alexandra Ripley came to ""fix"" this by showing us exactly how perfect and mighty Scarlett could be, and of course, describing in detail how exactly she gets Rhett back even when she had an important affair with someone else (nothing could have been further from Mrs. Mitchell mind, I am sure).<br /><br />The story between these points is in my opinion just a long and boring ride made up to tie ends, showing off costumes and scenarios just to give us an obvious and totally unnecessary ending.<br /><br />If Margaret Mitchell could came to live again, she would die one more time at the very moment she'd find out what Scarlett became after GWTW.<br /><br />Sure it's not fair to compare this to the original but this is not GWTW fault. Isn't it? Is it any good if I don't compare it to the original? Maybe. Sorry to say I don't really care.<br /><br />I would expect little more compromise to continue someone else's (suberb) work, otherwise don't even try."
7363_10,test,pos,"Remarkably well done, but under-recognized because of limited distribution. Has big-studio feel, understands the horror genre, speeds along with clever plot twists and never stumbles. Could have been a college cult classic, if it had ever gotten the opportunity."
5350_10,test,pos,"In 1989, Aardman Animations introduced the two heros in The Grand Day Out. In 1993, they fought an evil penguin in The Wrong Trousers. And in 1995, they had to rescue sheep from an evil robot dog in A Close Shave. In 2005, they're back and they are going to fight something that used to be cute and cuddlely in The Curse of the Were-Rabbit. In this full feature film, Wallace and Gromit work in Anit-Pesto, a pest-control business. There's going to be a Giant Vegetable Competition, but rabbits keep eating the neighbors vegies. Wallace and Gromit takes care with that problem. But Wallace had an idea. He will brainwash the bunnies with his machine. After doing that, something suddenly eats all of the vegies in the neighborhood and it's big. It's up to Wallace and Gromit to save the day. As a fan of these two characters, I was impressed. It kept what the 3 previous chapters had and instead adding a lot of Hollywood actors for voice-overs, they put a no name cast to the job and boy, they did a fantastic job. Wallace and Gromit has not changed. Wallace is still the cheese-loving freak like he always was and Gromit is the silent newspaper reading dog. Also, the script was not too shabby like other family movies were. There is a twist of who the Were-Rabbit really is. The direction from Nick Park (the director of the 3 previous chapters) does a really good job with the storyline. Instead of adding the Hollywood formula in it, he just took the style of the previous chapters and adds a bit of a dark fantasy twist in it. Well done, Nick. The rabbits are also funny and adorable, but the funniest rabbit in the movie is one who has the mix of Wallace in him. The characters were not bad and they weren't annoying, but they'll never top Wallace and Gromit. The animation is indeed fantastic and wonderful. I've never seen a clay-animated movie that is so amazing since Chicken Run. Overall, fans of the two knuckleheads (including the teens) will love this fantastic film. It is a well done film that should get an Oscar next year. Hooray, Wallace and Gromit. 10/10"
8364_2,train,neg,"I can see the guys doing the budget preparation for this flick. ""Well lets see now, we spend 50% getting Dirk Benidict, cause Battle Star Galactic and the A-Team were cool. The we spend 40% making a Demon Costume, never mind that the Demon is supposed to be incorporeal in the script. And we spend the rest making the movie."" This was pretty bad and VERY cliche.... Have a loved one present when watching (or bring a good book)"
2680_9,test,pos,"""THE KING OF QUEENS,"" in my opinion, is a pure CBS hit! Despite the fact that I've never seen every episode, I still enjoy it very much. For that reason, it's hard for me to say which episode is my favorite. Even so, I must say that CBS really knows how to make a good sitcom. Before I wrap this up, I'd like to say that everyone always gives a good performance, the production design is spectacular, the costumes are well-designed, and the writing is always very strong. In conclusion, if this show lives on in syndication after it goes off CBS, I strongly recommend you catch it just in case it goes off the air for good."
6520_7,train,pos,"The original DeMille movie was made in 1938 with Frederic March. A very good film indeed. Hollywood's love of remakes brings us a fairly interesting movie starring Yul Brynner. He of course was brilliant as he almost always seemed to be in all of his movies. Charlton Heston as Andrew Jackson was a stroke of genius. However, the movie did tend to get a little long in places. It does not move at the pace of the 1938 version. Still, it is a fun movie that should be seen at least once."
5977_1,test,neg,"The title leads viewers to believe that this is a fun movie to watch and probably much better when watched under the influence, but it is not good at all. One 15 minute sequence with Jack Black beautifully playing one of his songs and tripping on acid while venturing through the woods does not save this movie at all. Every actor in this movie has gone on to do better things, except for the main girls I could not think of one movie where I had seen them before. I hate to bash movies but I also hate not being able to find something decent in movies. The film is sad, not very funny and had such potential with its awesome cast. If it were redone and written over it could be awesome. If you want a good movie to see stoned, watch Grandma's Boy, or Half Baked or Dazed and Confused, but this is not a movie to be seen at all."
10527_10,train,pos,"This is one of the best films I have seen in years! I am not a Gwyneth Paltrow fan, but she is excellent as Emma Woodhouse. Alan Cumming is superb as Reverand Elton, and Emma Thompson's sister, Sophie, is hysterical as Miss Bates. And check out the gorgeous Jeremy Northam as Mr. Knightley; what a gentleman! Whoever said you need sex and violence in a movie to make it good has never seen Emma. I think that is what separates it from so many others--it's classy.<br /><br />If you're looking for a film that you can watch with the whole family, or looking for a romance for yourself, look no further. Emma is that movie. With a beautiful setting, wonderful costumes, and an outstanding cast (have I mentioned the gorgeous Jeremy Northam?), Emma is a perfect ten!"
8681_4,train,neg,"Lil Bush is a 30 minute cartoon show comprised of 2 15 minutes episodes shown on Comedy Central. It takes place in a fictional, cartoonish Washington D.C., and centers around the satirical, childish representations of George W. Bush, Condoleeza Rice, Donald Rumsfeld and Dick Cheyney. Other politicians are also satirized in the same manner, and act as minor characters.<br /><br />The pilot of little Bush, much to this commentator's expectations, proved to be a rather shallow and esoteric production, which barely delivers on its featured promise: a satirical look at the current presidential administration. While one must admit that premise of the show does have SOME merit, even though it would be hard to imagine a show based almost completely of the denigration of a single political persona would survive to continue to produce episodes after his term of office expired, execution that can only be described as sloppy at best, and downright awful at worst, has marred what little potential the show had.<br /><br />Lil Bush, which may be technically classified as ""satire"", tends to disregard its actual use of the particular tool of comedy in order to lambaste its targets in exceptionally vulgar (but not particularly original, entertaining, or funny) ways. The show's consistently weak writing often consists of little more than recording Bush/Cheney jokes heard elsewhere ad nauseam and placing them all in a single 30 minute block of television. As such, most of the jokes that presented by the writers were shameless clichés, some of which that been in public circulation for more than 6 years already. Comparing the Vice President to Darth Vader, for example, may have been funny in the first 300 times one has heard it on the Daily Show/Colbert Report/Letterman/Conan O'Brien/Leno monologue/any late-night-talk-show-ever, but it is not funny here. As if that were not enough, the show's plots seem to exist simply as a means to advance the same old, tiresome Bush jokes that the writers have made the center of the program.<br /><br />In the show's defense, when the writers dare to write in a truly original joke (which seems to be a rarity) it is often somewhat humorous. If the show were to expand its depth somewhat, and place its characters into new situations, exotic situations, rather than the same old mistakes and ""quagmires"" perpetuated by the Bush administration, therefore not having to rely on the same old Bush jokes over and over again, the show might be considered somewhat tolerable, and possibly even innovative.<br /><br />Ultimately, it is difficult to ascertain which shortcoming causes the Lil Bush series the most damage; its clear lack of originality and weak writing quality, or its painfully narrow minded ambitions. It is reasonable to expect that Lil Bush will be able to maintain a small base of left wing fans, that is, if they are able to endure the exceptionally poor writing; so long as the program continues to lampoon the Bush administration thoroughly. Even so, the majority of viewers will soon recognize the program for what it really is, a weak and pointlessly vulgar attempt at satire, and tune out in search of something more intellectually stimulation; The Price is Right, perhaps."
11533_2,train,neg,"If derivative and predictable rape-revenge thrillers are your thing, then you're in for a rare treat... They don't really appeal to me, so I couldn't find any single thing to redeem this peculiar tale. It seems like something straight out of the 1980s, a different age when this would have gone straight to video. Gillian Anderson and Danny Dyer do OK work with a weak script and a tedious scenario. But what is Gillian Anderson doing getting involved with a film like this after the brilliance of her performance as Lady Deadlock in the BBC TV adaptation of Bleak House last year? The director is said to have been influenced by witnessing a near-rape and by his work on documentaries, but even that's not an excuse for the bizarre scene where a pack of rural hounds beat up Dyer. I don't think I was the only person in the cinema laughing. What I can't understand is the involvement of the companies behind this film - FilmFour and Verve Pictures. Both have been involved in some great independent British films in recent years. Verve distributed Bullet Boy, Code 46 and Red Road - Straightheads doesn't deserve to be mentioned in the same breath. FilmFour and Verve take note: is this really the best you can do? What are independent British filmmakers going to make of your artistic judgement? It's a big blot on both of your reputations. Listen carefully: can you hear the thousands of fans of independent British films crying in despair?"
4968_10,test,pos,"The movie Jennifer with Ida Lupino and Howard Duff is film noir magnificence.This is a mostly unknown movie that all film noir fans should see.Jennifer was filmed with the most unusual camera angles for that time, which made the movie have a surreal like quality at times. I love the stark black and white film noir movies.Film noir in color is not as good.The cast and script is excellent.The rather creepy music is fun to listen to.Ida Lupino is one of the best and talented actresses to ever grace the screen.I have never seen a production that she was in that I did not like.She was not only breathtakingly beautiful,she was a fine actress.The first movie that I remember seeing Ida Lupino in was Roadhouse with Richard Widmark and Cornel Wilde.I never forgot the movie,or her. I saw her last films like Food Of The Gods and Women In Chains, and even though the movies were not her usual fare, she was still delightful in them as an actress.Howard Duff is always terrific to watch.I highly recommend this masterpiece to everyone.I have this movie on VHS tape."
12305_1,test,neg,"Most movies I can sit through easily, even if I do not particularly like the movie. I am the type of person who recognizes great films even if I do not like the genre. This is the first movie I could not stand to watch. Cat in the Hat is the worst movie I have ever seen--and I've seen a lot of movies. The acting is okay (Myers is good as the cat, it's just that he is REALLY annoying). The silly songs the cat sings were boring and monotonous, even for the children in the audience. The plot drags on and on, and viewers must suffer through poor dialogue. The ""witty"" parental remarks are disgusting, not funny (I remember some awful comment about a garden hoe being compared to, well, a type of person people call a ""ho""). Even though the movie is really short, it seemed to last FOREVER. Do not waste your time. I know small kids who hated this movie. If children can't stand it, I do not know how any adults can. I would like to fume more about this film but I do not even feel like wasting anymore time writing this review about it. I HATED IT! So, in summary, do not spend 90 minutes of your life watching this! See a GOOD movie!<br /><br />1/10 stars--the lowest review I have ever given a movie."
4276_10,test,pos,"I just saw this film and I recommend it. It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good. A very good film indeed, about great and unconditional love. Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering. Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything. I won't say more because it is better for you have to enter the story as it unfolds."
1329_1,train,neg,"This movie is AWFUL. I haven't laughed so hard at a movie that was unintentionally funny in a long time. Leno should've stuck to stand up and late night tv. The cars in the movie were cool, but the movie by itself is the dumbest movie I've ever seen. it's pathetic, the acting is horrible, and the plot could've been written by a 4 year old. don't get me wrong, jay leno is hilarious, but not in this movie!"
12499_1,test,neg,"This movie was sooo bad. It wasn't even funny at all. Not even the sarcastic scenes were funny. Oh man, bad, so bad. Thumbs down. Spoofed, Karate Kid, Teen Wolf, Footloose, Dirty Dancing, Some Kind of Wonderful, Soul Man, and probably another or two. Chris Kattan at his very worst as the high school janitor who is a talented dancer, who runs a dance studio in a warehouse. He has a jealous girlfriend, who breaks her ankle and her dance spot goes to the cute blonde newcomer who Chris has eyes for. I thought the acting was really bad. I like laugh out loud comedies, this was not one. ""Not Another Teen Movie"" wasn't funny, but had a lot more funny scenes than Totally Awesome. ""Scary Movie"" is suuuper funny. I always laugh when I watch those, super enjoyable. This movie, not funny."
9312_1,test,neg,"Most awful casting I've ever seen. Clark Kent as a crack head, a very feminine looking woman as a trans and on and on.............<br /><br />Stupid ass violence just for the sake of being violent. No content, no meaning. This person has never been on the streets. It's a joke!<br /><br />The only thing dumber than this movie is the fact that I finished watching it. I just kept thinking it couldn't get any worse but it did to the very end.<br /><br />Trying way to hard to be an off the hook movie. Trying to be freaky. So stupid! I really have no more to say but can't leave a comment unless I write more.<br /><br />Please take this advice and DO NOT BOTHER WATCHING THIS MOVIE!!!!! AWFUL!!!"
5661_4,test,neg,"The first time I watched this show it was OK. There were some funny moments and I laughed a couple of times but this show is getting worse and worse. Carly and Sam's web show is NOT the least bit funny. They play a stupid video from the internet, scream at the camera and make some very bad jokes. And then the laugh track goes off?! One problem with the show is that none of the main characters are funny. Carly is not funny. Miranda Cosgrove's acting is lackluster at best. Her acting in this show is nothing like her acting from Drake And Josh. Her friend Sam is very rude and crude and the show is written in a way that makes her look like some kind of hillbilly. I mean they make jokes about her mom driving a rusty old truck, her mom smashing an old TV with a bat, and then there's the jokes about Sam failing in school, getting detention all the time and running from cops. None of that is funny at all. Then there's Freddy who is a computer geek. He isn't too funny unless his Mom is treating him like a baby. The show's only somewhat funny full time character is Carly's brother Spencer. He makes some funny jokes and does some pretty funny things like pretending to drive a space ship while making spaceship noises, knocking over a girl scouts' cookie table for revenge as they did the same thing to him. His material is the only thing worth laughing at. Aside from the characters other things make the show bad too. Like the fact that a couple of kids doing a local web show from a Seattle apartment is a worldwide hit and got them a free trip to Tokyo? Another thing is that how can a 26 year old single guy with no real job can pay for a 2 level apartment in downtown Seattle and raise his 13 year old sister and pay for a room full of camera and sound equipment including a remote controlled projector and a green screen and an HD camera? This sounds like it was written by a 10 year old. The worst thing is that the show contains some pretty questionable content. There are a couple of times when Carly(remember a 13 year old girl) appears on her internet web show in a bikini top. WTF? Then I saw an episode where Freddy tells Carly and Sam that he ""slept in JUST his socks the night before."" I mean WTF? Then there's an episode where Carly's rival Nevel blackmails her by taking her website rights and agrees to give her the website back in exchange for a kiss. Creepy! And I just saw an episode where Carly meets a boy who just moved into their apartment building and he has some kind of back injury and he takes off his shirt and Carly stands there drooling over him. I can't believe Nick even lets them show that kind off stuff and I can't believe that this was created by the same guy responsible for Drake and Josh. This show is not appropriate for kids under the age of 12 and that's even questionable. iCarly is just another addition to the long list of awful Nick programming."
6483_1,train,neg,"It wasn't good. The characters were underdeveloped and the only personality were from the memories I had of the previous movie which contrasted with the 'new' personalities (or lack thereof). I seriously thought the opening scene was a nightmare by Ariel because of how absurd it was. It was serious. It just reminded me of all the annoying characters on the Disney channel-everyone is hyperactive and the story jumps from action to embarrassing scenes without any really connection.<br /><br />The most disappointing part was the horrible songs-not catchy, not amazing. In the original Ariel had an amazing and powerful voice and all the song are catchy and fun. You remember them and want to sing them. But the songs in this movie weren't creative in the least; it's as if they're talking in a annoying sing-song voice-quite weakly, disappointing. I don't have that want-to-sing-them feeling you normally get from a Disney movie.<br /><br />It's as if not one wanted to do this movie, so they barely made an effort . . . this movie would needs a new story line, new catchy songs and more warmth and enthusiasm without the annoying ""look at me! look at me! I'm so annoying!"" mentality of this generation of Disney. :'("
7910_2,test,neg,"After a humiliating experience on an airplane, Nashawn Wade (Kevin Hart) sues the airline and uses the money he wins to start up his own full-service airline. What makes his different is that it has sexy stewardesses, an on board dance club and no less than Captain Snoop Dogg in the cockpit.<br /><br />Soul Plane is a very racist comedy except it is only occasionally funny. Soul Plane has been described as an ""urban"" version of Airplane. The problem is that Soul Plane doesn't even come close to achieving the laughs of Airplane. The jokes in Soul Pane are too offensive and they are mostly unoriginal. I would be lying if I said I didn't laugh since there were some funny moments. However, I was expecting more and I left the theater disappointed.<br /><br />I would compare Soul Plane to Airplane 2. The latter was just a rehash of the first film while the former is just a rehash of outdated, crude jokes. There is really no creativity behind the movie and there are only a few fun spots. However, I don't think Soul Plane is ""bottom 100"" bad. Right now, the movie is ranked at number 82 and that's a little harsh. I'm not saying this is a good movie but it isn't a terrible on either. The running time is only 86 minutes long so it isn't too much of a pain to watch. For stupid comedies, you can do a lot worse.<br /><br />No one in the cast is very good but they all seem to be having fun and this helps. Kevin Hart was very annoying as Nashawn. He had a few funny lines but he is a very poor leading man. Snoop Dogg, who was mildly funny in Starsky and Hutch, completely flunks here. Tom Arnold was actually tolerable and that was the film's biggest surprise. The most annoying person in the movie was Ryan Pinkston. He was not funny at all and he will never be funny. The funniest cast members were Missi Pyle and Mo'Nique. They gave the best lines and they made me laugh the most. In the end, Soul Plane may fit the bill if you're looking for a stupid comedy but it would probably be better if you just skip the film. Rating 4/10"
11545_4,train,neg,"This UK psychological thriller is known in the United States as CLOSURE. Exploitation of X-Files' Gillian Anderson, who plays an attractive middle aged businesswoman of substance named Alice. She must attend a business party and invites Adam(Danny Dyer), who just installed a security system for her, to be her escort. On the way home, speeding through the woods on a narrow lane, Alice's auto collides with a deer. After pulling the wounded animal off the road, the couple is savagely attacked by a drunken gang of thugs. Adam is beat to a pulp; Alice is gang raped and both are emotionally and physically devastated by the ruthless attack. When the identities of their attackers are discovered, Alice and Adam set out to exact revenge...brutal revenge. The couple at times find themselves at odds on how to deal with the ruthless attackers. Their final decision is to avenge with no mercy. Let there be no mistake, payback IS hell. Also in the cast: Anthony Calf, Ralph Brown, Francesca Fowler and Antony Byrne. Brutal violence, disturbing images, nudity and graphic rape."
