review_id,rating,review_text,review_date
1833,5.0,Another great year!!! The mazes and scare zones were amazing. Can't wait to go back next year. If you are going to Universal Studios in the fall this is a must do!!! Just don't bring the little ones. This event would be way to scary for them.,2016-11-11
1834,3.0,"I was here during a time that the park was closed to the general public, but there was still about 20k people attending the private event. Harry Potter was very cool, kids loved it. The men in black ride is pretty lame in my opinion. Went on the rockit roller coaster and that was awesome!!! I love that you pick you own music for the ride, I went with beastie boys sabotage for my pick and it was perfect! Overall this is a great place to take the family.",2016-11-12
1835,5.0,"This park was amazing! I was so impressed with the quality of rides! Best rides are hulk, Hogwarts castle, and two battling dragons. I would recommend to go to universal before park opening times (for some reason they allow people in and rides start working before park officially opens) and head straight to these!",2016-11-12
1836,5.0,"visited in March 2016 as a chaperone on a school trip. The park is amazing fun, clean and not too crowded. Must go on the Harry Potter rides!!!!!",2016-11-12
1837,4.0,"Even though the employees aren't has nice as Disney, the attractions and shows make up for it. This is our second time around!",2016-11-13
1838,5.0,"Great park, not super crowded and the rides were awesome! Terminator 2 could go away as well as ET but the rest were fun!",2016-11-14
1839,4.0,"Theme parks are expensive vacations, so plan your trip well! I signed up for deals on the Universal site months ago and did end up getting a ""buy one day and get two days free"" deal that I was able to use for our family of four park to park.  Spaced out our 3 days between IoA and Universal, making sure to do my research in advance. Did not need to do one full day morning to night at either park, was great to break it up over time.  For those who get motion sick, I highly recommend taking something before going on any rides. I had to load up before each visit into the park or risk making myself very sick. The teenagers were fine, but we did avoid The Simpson ride, since it made my teen queasy last year.  Express pass is a huge help and not sure I could give a 4 star rating if we didn't have it, since the wait times looked long for regular park visitors. Even on a Saturday, did not have to wait long. But be aware that Gringots in Diagon Alley does not have a fast pass, so we did that ride first thing in the morning with an early entry for resort guests. Harry Potter and The Forbidden Journey in IoA also does not take express passes either.  The biggest hassle I had was with the old school paper park tickets and express passes. My spouse refused to wear a lanyard, so I had to keep his park passes in mine, otherwise risk them getting lost. Having to scan your park pass and give the correct thumb or finger print each time you entered got a little old. (Disney bands are nice in this regard.) It also held up the lines frequently with passes getting mixed up or someone not remembering which finger or hand they used for the print. Hopefully Universal will upgrade this system at some point. With the two parks being so close and Hogwarts Express adding another mode to move inbetween parks, it would be nice to have some sort of express lane or faster method for park to park guests. Felt like I was constantly taking out my original park ticket which is separate from the express pass. Had to also keep my room key handy for early entry. My spouse never figured it all out and needed me to state what was needed and when.  As far as rides reviews, we enjoyed everything we singled out as ""must do"". There were a few misses, such as the Animal Actors, cute and interesting but not sure it was worth the time. The Terminator show was pretty lame and I'd for sure skip that one altogether. The 3D used is so old that it didn't even feel like 3D. Plus the Terminator franchise is kinda dated, my teens had no interest even during the show. The only ride that seemd over hyped was Kong, but was still fun. Not sure I woud've enjoyed it had we waited hours. Worth a 20 min wait maybe, but not much more in my opinion.  Favorite ride for my teens was The Mummy, they went on it muliple times. We also enjoyed all the popular rides like Gringots, Spiderman, transformers, Hulk, Rock it, Jurassic Park river raft (did get wet) and Despicable Me. Favorite show was the Horror Make-up show, which was very funny.  Sad that it might be a long time before we go again, but felt like I got a chance to see and do everything we wanted. If more time, would've stayed for a second Duff beer and maybe eat inside Moe's Tavern.",2016-11-16
1840,5.0,"Loved every minute of our visit here, and our two teenage sons would go again & again. It was like walking around a film set & all the rides are great (us adults did not venture on Rip, Ride & Rocket 😱). There is something for everyone - def our favourite theme park.",2016-11-16
1841,5.0,"Had an amazing week here, last visited 18years ago and it was just as magical. took our adult kids along and they sill loved it. The halloween horror nights were amazing, we stayed at Hared rock hotel so we only had a short walk and were in every night we could",2016-11-16
1842,5.0,This world has been done so well. So much thought has gone into every tiny detail. I loved it! Only downside was the price of merchandise... $110 usd for a robe or $48 for a wand was a bit steep. It was the busiest part of Universal too.....but still...fantastic experience!,2016-11-17
1843,4.0,"It's a good day out, but ripping people off by charging people twice by splitting the park into two is disgusting, we had unlimited tickets, but they still rip you off by charging $20 a day for parking, if I ever return back to Florida again, it won't be to this place!",2016-11-17
1844,3.0,"The Diagon Alley part of the Wizarding World here is Universal's saving grace. It is wonderful, and well worth visiting.  Outside of that, I was left disappointed by Universal Studios. I was really excited about the Despicable Me ride, but it was really underwhelming and nowhere near as immersive as their other simulator rides (transformers,Spider-Man, kong - although transformers and Spider-Man are practically identical). The terminator show was dull... I'm honestly struggling to remember what else there was there... oh and the parade was cancelled the day we went with no explanation or apology.  The Simpsons ride was a pleasant surprise, really enjoyed it! But it is so old that the load and unload design is just bizarre and makes the lines for it needlessly long for a ride that can hold so many people. It is worth the queue though, it is good.",2016-11-17
1845,4.0,The park is amazing it's a must to see can't say much more than come and visit Florida you will be blown away by it,2016-11-17
1846,5.0,We are two adults and we absolutely enjoyed this park! It was the best vacation ever! Especially if you are into Harry Potter ! Awesome! And City walk is great to! Especially the hard rock cafe which is the world's largest one! Highly recommend going here!,2016-11-17
1847,4.0,"Not as big as WDW Resorts, but if one is a movie-goer, this is a must-visit park in Orlando, Florida for you. There's just two parks-Universal Studios and Island of Adventure with the ""food courts"" in between. We opted for Universal Studios since we're not really ride-freaks. Part of Harry Potter's Wizarding World is here (Diagon Alley, Grimmwald's Place, etc.), The Mummy ride is also here, Jaws is still hanging on a rope for photo-ops, Transformers are also here. Musical street-perfomances were awesome with ""Marilyn Monroe"" and her gang of sexy ladies dancing & singing on the street & encouraging audience participation. Tickets were a bit pricier than WDW Resorts though.",2016-11-17
1848,5.0,"Combine this with a pass to Islands of Adventure and you have a fantastic day or three. Typically less crowded than Disney properties but possibly more fun. With a diversity of rides and coasters caters to all ages, Little (and big) kids love Dr. Sues Lands and some of the other roller coasters are the best in Orlando for the big kids. Food is more upscale than most Disney properties (Epcot excluded) and for Harry Potter Fans this place is a MUST SEE & DO!",2016-11-19
1849,4.0,"I have to say that I was slightly disappointed with this Theme Park. There are 4 roller coasters in this park, the best being Harry Potter and the Escape from Gringotts. The other coasters are Revenge of the Mummy, Hollywood Rip, Ride, Rockit and the kiddie coaster Woody Woodpecker's Nuthouse Coaster.  Other attractions in the park are Terminator 2 3D (very disappointing), Shrek 4D (excellent), ET Adventure (OK), Men in Black, Alien Attack (a disappointing shoot-em up ride), Transformers The Ride 3D (average) and The Simpson's Ride (did not view as wait time was 50 minutes).  The best area of the park is The Wizarding World of Harry Potter and there is a train connection between this park and it's sister park Islands of Adventure.",2016-11-20
1850,5.0,"We had such an amazing time at the two parks in Universal Studio. Not to be missed are King Kong, Harry Potter, and the Indiana Jones show. The comic strip is so colourful and really brings you back to your comic book heroes. Love the time we spent there. The place is huge so you should come early and just enjoy the night as well at the many bars and restaurants. We also took an express pass at an additional cost per person. This helped us go through the place without the hassle of long queues. This is a must if you want to enjoy the park. Have fun!",2016-11-27
1851,5.0,Visited uni several times over the last 15 years. Both parks never fail to impress. Great food outlets and blue man group was hilarious. Prefered parking looks like a rip off. We paid the extra 10 bucks only to be directed to park in 'jaws' where we had previously parked for $20.00 per day and was much further away from the entrance. I won't fall for that one again. Security at the entrance has been beefed up with increased bag checks and airport style X-ray. Allow a little more time for this but staff really got on with it so not too bad. Have fun😀,2016-11-28
1852,5.0,"I have found the new week to go. Arrive Friday after thanksgiving, no park Saturday, pool day. Then park Sunday and Monday. No longer than a 20 minute wait for rides. Even Harry Potter",2016-11-29
1853,4.0,The Hulk is better than before. More trilling turns and 360s ! You could not miss that opportunity. Get your special pass or you will wait for more than an hour. Not cheap. But the special pass is not that good either. It is as long as a regular line at Disney. With fast pass you just wait max 10 min. At universal could be up to 27 min. We were looking forward to try the King Kong ride but it did not move the needle it is far away or behind dinosaur at animal kingdom. Universal is good at roller coasters. Not at trying to match Disney rides,2016-12-02
1854,5.0,"We enjoyed the Universal Studios side of the park. The lines weren't too long the last week in August. Locals are back to school. During this season it can instantly down pour. We bought $1 disposable ponchos from Walmart and we are so glad we did. It would only rain for 15 minutes per day but it would absolutely downpour when it did. Our favorite rides on this side were Revenge of the Mummy, Minions, Transformers, and the Harry Potter rides! We also really enjoyed ET and Shrek.",2016-12-03
1855,5.0,"We apparently chose a great time to visit as the parks were not very busy and wait times at the attractions were minimal. My favorite was Transformers, (I love Bumblebee), but all of the attractions were very enjoyable, we did several of them more than once. And we had several opportunities for pictures with characters in costume.",2016-12-07
1856,2.0,"Other than the Harry Potter section, which was really wonderful, I found Universal Studios to be a BAD version of Disney World. If you go to Universal, I highly suggest you ONLY visit Harry Potter and then save the rest of your time and energy for Disney. You will probably be tempted - like we were - to mill around the rest of Universal after you see Diagon Alley, because after all you paid to get in and it can't really be that bad... right? Wrong.  Why? Really, it comes down to one thing: the quality of execution at Universal Studios is just really, really poor. The rides are convoluted and many of them are very similar. Almost all the rides we experiences involved sitting in a ""car"" and being shook around by hydraulics in front of a 3D screen. Add in a blast of hot air in your face when something exciting happens and a sprinkle of water and you've basically described all of the new rides in the park. Even worse, things like the volume or ""how long should the employee talk to me at the intro"" were REALLY POORLY THOUGHT OUT. One ride we went on had a huge group of people standing in a room for like 15 minutes while an employee screeched (they were in ""character"") and literally tried to annoy people as part of their schtick. The crowd got agitated and rude by the time we were let in the ride. Why would anyone think that was a good idea? Another ride had sound effects so loud that I genuinely think caused damage to people's hearing. I thought it was just me, but other people were complaining as well when exiting the ride. Another annoying, poorly thought out detail: after the parade, workers with lawn-mower type machines literally started weaving through the crowd vacuuming up the debris sent out by the parade floats. I get that they have to clean it up, but couldn't you find a way to do it that doesn't involve running a lawnmower type device right by me and all these kids?  The stores / merch were complete junk. It seems like Universal just outsources everything - the quality of the items and even the packaging varied wildly by the item. Pretty much the only items that were pretty decent across the board was the Harry Potter stuff, and I bet Universal's team didn't have much to do with that.  Long story short, GO FOR HARRY POTTER and LEAVE! The rest is no better than a permanent fair. And a kind of sad fair at that.",2016-12-09
1857,4.0,"There's a point where your children are too cool for Disney. That will pass but, meanwhile, teenagers love Universal. I'm a fan of trying to find the right to time of year to miss the crowds. It makes for a totally different experience. Once you've walked straight through to a ride, it's difficult to come back and wait an hour in a line.  Universal has areas for little children but, I can't imagine how that works well for a young family. The parks as a whole seem to me to be geared to an older crowd; people that ride thrill coasters and 3D rides. In fact, entrance to the park requires passing clubs and bars.  We do love it there; so much we have annual passes. Harry Potter is, of course, the big draw. However, do yourselves a favor and wait until 10 minutes before the park closes and walk right on the Spider-Man ride. You might get to go twice in that time.",2016-12-17
1858,2.0,"Visited the park for one day to check out Harry Potter World with family. Let's just say I was ""culture shocked"" and we'll leave it at that. As a military vet with a few deployments under my belt, I had a hard time dealing with the hundreds of little fat kids running around in their Harry Potter capes screaming and whining. Not to mention I get a little anxious around large crowds of people. I realized I was in trouble after the first five minutes inside the gate. I did manage to suck it up for the remainder of the day. I'm not a big discount hunter, but was a little disappointed that the military discount was only $3 off a $160 ticket. If you're a yuppy family from the mid west with a couple of spoiled fat kids, then you may enjoy this park. I did not.",2016-12-20
1859,5.0,Great day out but get there early and start at the back of the park and work your way back. Harry Potter awesome as is transformers Shrek and the simpsons Something for everybody,2016-12-21
1860,5.0,"Universal is always building and expanding their parks and resorts, quicker and faster than Disney, but with just as much detail. Universal is really challenging Disney today with what is possible in a theme park experience. Redefining what is expected from a theme park. How guests experience and share their time there. The front runner of a true theme park experience is Universal. Disney holds the title for Family Fun, Universal holds the title for Family Experience.",2016-12-24
1861,4.0,"We made Universal Orlando Resort our destination in Florida. No Disney World. No SeaWorld. Only Universal Orlando. After one day in the Universal Studios theme park, we felt as if we had accomplished most of what we set out to do. We had the Express Pass since we stayed on property and were able to walk on to nearly every ride. Our early entry into Harry Potter World: Diagon Alley was incredible as there were very few people there in that first hour of operation. The only problem was that there is only one ride in that area so our early entry amounted to two rides on Escape from Gringotts, then shopping in nearly empty stores. The park got much more crowded as the day went on and our express pass did come in handy later. We had a great day in the park, doing nearly all of the rides, taking in some shows, seeing the parade, and watching the closing show for the park. As this was our first time here, we really enjoyed the park, especially our time in Diagon Alley. We experienced some great, costumed cast members, but also found that many of the cast members were not friendly and acted more as security guards. Several were almost pushy and did not make us feel welcome in a few areas. Be prepared as food offerings in the park are not very good. It seems that you can get a simple burger or chicken sandwich in most diners, but there are few healthy, freshly prepared options. We chose to eat more meals outside of the park in City Walk. I am very glad that we went to Universal Orlando Theme Park, but we do not feel that we have to return. Perhaps we will visit again if in Florida, but this would not be our chosen destination.",2016-12-26
1862,5.0,"The rip rocket ride is great - we managed to get early tickets to be let in the park at 8 so we got onto this straight away no queues, they even let us just go back on it again saves walking all the way around again because there was no one there. I would recommend this even just the once!  I did like the themes by cities but wasn't feeling it as much as I had with the IOA, I felt like this park didn't have as many rides at it but was still a good day out to walk around.  The rides that were there were great and interesting, again with harry potter world, if you're from the uk you can give this a miss, it's basically london with a dragon on a building with more people! My favourite area is the simpsons area, it was awesome complete with buzz cola, donuts and a krusty burger.  Both the universal parks are more adult friendly but still have plenty of things to do.",2016-12-27
1863,5.0,"Excellent day out for all the family another one not got too much for the smaller/younger part of our party (2yr) but the area for younger ones was great. Brilliant rides, really well thought out and a must visit for anyone who loves the movies.",2016-12-29
1864,4.0,"We visited universal and we had a great time. But there are some attractions like E.T and Simpson that are very old. You can even smell the old age of the buildings.  Download the app for the smartphone to reserve the fast past in advance for the attractions, also to have a map of the resort.  As a recommendation to the staff you should start including virtual reality attractions.",2016-12-29
1865,5.0,"Many great things to experience. Theme parks great for adults and kids, City Walk great for food and drinks. Something for anybody, anytime!",2016-12-29
1866,5.0,"We were able to enter the park early we stayed at Cabana Bay. We were able to do Harry Potter and Minions before park opened. All the rides are like being in the movies. Great time to go because we didn't have to wait in any lines and all the attractions were open. Loved taking the train to the other park. We started in Universal Studios and then went to Islands of adventure. Like studio park better. Either way, spend the extra money and get the park to park option.",2016-12-30
1867,5.0,Tranformers was a very close second. This park was amazingly clean and unbelievable. The service is amazing and is very involved.,2016-12-30
1868,3.0,"Me and my family went here for Christmas like we do every year and some things were good/excellent and others not so good. We love the Grinchmas show , the Mummy ride , the butter beer ice cream except the prices have gone up. All the Harry Potter rides are good. The new Hulk is ok except they make you put your stuff in lockers which is annoying. The KingKong ride could be much better. Overall Universal is just ok.",2016-12-31
1869,4.0,"We've done Disney so many times with our family. Our kids are getting older,so we decided to try Universal this year. Overall we had a very good experience. A few improvements would take some of the annoyances away to make the experience go from very good to great.  First of all the entry into the park takes longer than it needs to. We had paper printed bar code tickets that took several tries to get them to register on their scanners. Everyone seemed to have a different sort of ticket. Converting to an RFID system could make this so much more efficient.  Secondly, the Express Pass system needs to be fixed. We visited at a very high volume time of year. The waits for the top rides were consistently between 90 minutes and 3 hours. You must spend an exorbitant amount more to get an Express pass. If you could afford it, the express pass would be worth it, especially if you are there during a high volume time. The system seems patently unfair to regular ticket holders. A system like Disney's would make a trip to Universal SO much more enjoyable. At least you would get a few rides on the top attractions each day. As it stands, you need to be there at closing to have shorter wait times.  To close, I must say the Wizarding World of Harry Potter is AMAZING. Even though we couldn't get on some major rides, we spent lots of time just enjoying Diagonal Alley and Hogsmeade. The interactive wands were fun to play with, and shopping at the stores from the HP books was fun!",2016-12-31
1870,4.0,"Whatever you do in Orlando a trip to universal is a must, although I was there for a work function the first thing I got roped into was the hulk ride, absolutely thrilling even though inside I was very apprehensive. Ride before eating 😆",2016-12-31
1871,5.0,Great time! Horror night was worth it! Wizarding world of harry potter was amazing! Will definitely go again!,2017-01-02
1872,5.0,My husband and I had a great time. The rides were great and watching the Macy's day parade was awesome. We loved seeing the Christmas decorations and we had no problem.,2017-01-02
1873,4.0,We stayed on site so managed to get free express passes which you can use on all rides except 2 throughout the 2 theme parks (both rides are in Harry Potter). We made full use of the express passes and for December close to Christmas the parks here were very quiet compared to Disney. We were able to get on all the rides we wanted by 2pm and then spent the afternoon relaxing by the pool of our hotel. Perfect. There is a good mix of rides here for all levels of thrill seekers.,2017-01-04
1874,3.0,"It is an entertaining park, with good activities and many restaurant options. However, I really did not enjoy how dry and concrete the park seemed. It gets very hot in the summer and walking in the park all day with those surroundings got tiring. There was lots to do in the different buildings, but not much to see outside. I also ate a bad pasta carbonara in one of the restaurants and threw up three times the same day.  If you are debating whether you should buy a ticket for Universal's Islands of Adventure or the Studios, I would recommend the former.",2017-01-04
1875,5.0,"Spiderman as been touched up and upgraded. The new King Kong ride is awesome and a must do. They have a train that runs between both parks between the two villages for Harry Potter. Way too much Harry Potter but they seem to have a strange following. Jaws is gone and is the Harry Potter village on the Univ. Studios side. The parks are always changing and adding so each year is always different. We highly recommend annual passes, it is $20 to park so you save with the free parking that the passes give. Also there are numerous discounts.",2017-01-04
1876,5.0,This was my first time at Universal Studios and I am amazed by your staff. I traveled with my children one of which is four and a die hard fan of the Transformers. My son was so excited and spent a few hours meeting each Transformer several times as he just wanted to talk to them as this was a dream come true in his eyes. Emily B (that works for Universal and was helping with the meet and greet) saw how much my son loved the Transformers and got one of them to shake his hand then took us straight to the front of the line for the Transformers ride let him go on it and waited for him so after he could pick any toy compliments of Universal. I was in tears as I know how excited my son was. Since being back home he shares that experience with anyone that asks about his trip as that is his favorite memory of our trip. Amazing Amazing people you have working there.,2017-01-04
1877,5.0,We have been to universal studio 4-5 time and we love it everytimes. If you have teenagers then i will recommend single ride line which has shorter time otherwise long line sometimes more than 90 minutes.,2017-01-04
1878,5.0,Visited in December 2016 with my wife and two teenage children and was disappointed following our experience of the Disney parks. The two parks are clean and there is plenty to do. The rides are great fun and there is something for all ages but..... The food is very over priced and the staff are not very friendly or helpful which is unusual for the USA as the customer service is usually great and why we returned. Disappointed and would not compare it favourably to the Disney parks.,2017-01-05
1879,5.0,Have visited Orlando for nearly 20 years and totally love this place. Universal Studios is always finding new ways to entertain families and I will definitely be back. Love all the attractions and entertain on offer and can't wait to do Halloween Horror Nights again,2017-01-05
1880,5.0,I love ❤️ Universal Studios. Great memories. I'm sad that I did not take a picture with the Marlyn Monroe. Next time I'll make sure to wait in line and get picture with her. I believe she only shows up during Christmas and New Years Parade.,2017-01-07
1881,5.0,"The Harry Potter area is just awesome. Beyond that, it was too crowded for us to really enjoy the park, but we will be back! The Rip Rocking Coaster was unforgettable but it broke down while we were in line, so we waited over two hours to ride it.",2017-01-07
1882,5.0,"I love Universal Studios! By far this was the better bang for our buck when visiting the two parks. It was a lot less crowded and a lot easier to get onto the rides that we wanted to see. Plus, the Diagon Alley section was unbelievable! I love that it's filled out under the streets outside of the main attraction. The train ride over was incredible. Watching the show's inside Diagon Alley was the highlight of our trip. Even the food inside was good. If we could only visit one Park, this would definitely be the park we go to.",2017-01-08
1883,4.0,We went to Universal Studios Florida over Christmas break. We spent 3 days between Universal Studios and Universal Islands of Adventure.  If you plan to go see the new Harry Potter attractions make sure you get the park-to-park passes so you can take the Hogswart Express train between Hogswart and Daigon Alley.  Of course you need to try the butter beer (tastes similar to cream soda) and any Harry Potter fan will probably want the interactive wands to perform different spells at specified locations using the wands.  Both parks at Universal has a variety of rides from slow rides to fast roller coasters. There's something for everyone.  The walk from the parking lot to the entrance of the parks are a bit of a walk unless you pay for the upgraded parking.  Universal City Walk area is right between the two parks and have a variety of food options if you don't want to eat within the parks.  If you plan to go for multiple days to the two parks do the math and it may be worthwhile to get the annual pass to give you more flexibility.  The week before Christmas was less crowded than the week between Christmas and New Years. Be prepared for lines for the rides and crowds (especially at the WizardIng World of Harry Potter). You can opt for the Express Pass which is an additional cost on top of you admissions ticket. We didn't get it. Instead we used the Universal Orlando app to check wait times and plan our day accordingly. We didn't get on every ride even with three days between the parks so plan accordingly to make sure you get to the must-see attractions on your list.,2017-01-08
1884,5.0,"We opted to visit the two parks in one day.we had done the parks before but really wanted to check out the Harry Potter attractions. A little bit expensive but What an awesome time we had. They have really captured the essence of Harry Potter and hogwarts, and all in superb detail. Will have to go back.",2017-01-08
1885,5.0,"Again, like Island of Adventures, park is smaller than Disney ones, but attractions seems to fit teens and adults better. After being on both set of parks, Universal had an upper hand on how the correlation between total area and number of attractions works. My feet proved that.  Universal is well known by Harry Porter's rides and this second park is no different. Escape from Gringotts will make you experience the movie. However, since I'm a generation X person (old but gold), this park is appealing to me for other reasons. I went to the Simpsons Ride and lunch on Moe's, definitely an unforgettable time. You may say it's a silly ride, but I loved E.T. Adventure, sorry I'm an unconditional fan of this movie that stick forever to my childhood memories.  Here's my must-see/ride attractions: Escape from Gringotts, E.T. Adventure, Revenge of the Mummy, The Simpsons Adventure and Hollywood Rid Ride Rockit (if you dare).",2017-01-09
1886,4.0,"I flew in from Pittsburgh to visit my boyfriend and his family, and he and I decided to stop by Universal Studios. It was very cold, around 40 degrees but we didn't let that stop us! We saw that Fear Factor Live had an interpreter, which was perfect for me since I'm deaf so we seized that opportunity and watched the show and loved it! Our interpreter, Jennye, was fantastic and she gave us the list of other shows that were interpreted and we decided to go to all of them so we could understand everything. Our favorite part was the Horror Make Up Show - that show was hilarious! The hosts were very interactive and the whole room filled up with laughter! We tried to get on the Rip Ride Rockit, but they had a 75 minute wait at one point and then it got delayed! Diagon Alley was amazing, felt like the real deal! We got a regular Butterbeer and it was very delicious - it tasted like butterscotch cream soda. The Gringotts Bank ride had a very long line but it did not disappoint!",2017-01-11
1887,2.0,First of all it's very overpriced second of all half of the attractions were closed or the streets were closed and blocked because they're renovating the areas is very disappointing very overpriced I've been to all the Disney parks and they were fantastic . My advice to you is don't waste your money or your time going to Universal Studios Orlando. I seriously feel like I got ripped off. Oh and by the way do you think maybe 12.95 is a little ridiculous for a teaching I'm just saying,2017-01-12
1888,5.0,One of the best parks in Orlando. You'll find different attractions for all ages and interests. If you like ROLLERCOASTERS you have to ride the HOLLYWOOD RIP RIDE ROCKIT. You'll have lots of FUN at THE MUMMY. AND PLEASE GO TO THE HARRY POTTER SECTION!!!!!! IT IS MINDBLOWING!!!!!,2017-01-13
1889,5.0,"Went here in Feb 2016 with my partner and our best friends, we all truly had a blast and it took us right back to our childhood!!! Excellent rides (some not for the faint hearted), and entertain around the park. Just wish they had a photo offer like Disney do when buying memories of the rides etc.",2017-01-13
1890,3.0,"Went for the first time recently and while we had a good time, not sure I would go back. Outside of the Harry Potter world, nothing really was great about it.  The time to get into the park was long because there's a constant upsell process going on at the ticket booth. The park is big, lots of walking, but it didn't really seem like there was a lot in it.  The Harry Potter and Mummy rides were the best (by far). Most of the other rides were just same takes off the others.",2017-01-14
1891,4.0,"At first was not impressed as firstly the entrance price was extremely high, we were there really early but already the queue for the rides was 45 mins!!!  Warmed to the park eventually when we Found Harry Potter what a fab attraction.  It was pouring with rain and extremely cold the day we Visited so was amazed that ride wait times were so long.  Loved the Simpsons and Dino land lots to do for the little one.  A ride on hogwarts train to the other part of universal is a must. Really felt like we were in the film with frogs on the windows.  Really good day out but costly",2017-01-15
1892,5.0,"I spent a full day there and had lots of fun. The kids didn't want to go on the big fast rollercoasters, but even without them, it was a great trip, and I could have gone back another day if I had had the time.",2017-01-16
1893,5.0,"Other than fighting the after holiday crowds, we had a wonderful family experience. Our boys are young adults, we hoped they would enjoy going on a trip with their middle aged parents, and Universal didn't disappoint! It was great fun and lots of things to do for all ages!",2017-01-17
1894,5.0,Again forgot my phone for pic this place is alot of fun for adults also it is not just a child's activity. You will find Harry potter at universal the Simpson's are in there men in black stop tower and may other attractions you won't be able to do everything in one day.i would do Hollywood and universal as a two day pass Walt Disney would take you 3 days to see everything in just that one park all the other parks with fast pass you might be able to ride and see shows in one day.,2017-01-17
1895,5.0,"Exciting with or without children. We love the excitement of the rides, we plan on going again very soon!!",2017-01-18
1896,5.0,"Great day!! we were in Orlando for a few days R & R when my daughter suggested we all go to Universal Studies. It was the best part of the vacation, 4 of us all over 30 and we went on every ride. King Kong, Spider Man, Harry Potter, even dinasours in the park. The Jurasic Park ride said ""you will get wet"" but it rained part of the day so we didn't care. It was the BEST ride of all. They tried to sell us on 2 parks in one day but that would be too much.",2017-01-18
1897,4.0,"Tickets are expensive, but I would highly recommend the express pass. It was raining off and on the day we went and we could duck into rides when it was showering--no wait. Loved Diagon Alley and the Harry Potter rides. Also loved Transformers, The Mummy and Despicable Me. MIB ride spins--if you don't do well with spinning, stay away from that one. Would love to go back soon.",2017-01-19
1898,5.0,"It's always an enjoyable day to walk around Universal. From the character parades to the rides (ET being my favorite), to the shopping, the day passes very pleasantly. We were a group of adults, and enjoyed ourselves!",2017-01-19
1899,5.0,"Some comments apply to Universal Florida AND Islands of Adventures, but the rides are only for Universal Studios Florida.  PLAN, PLAN, PLAN. Do not just show up there to buy tickets and figure out as you go along. As all the other theme parks in Orlando, Universal is VERY expensive, so to maximize your time and money, make sure to plan ahead well. Arrive when the park opens at 9 am and plan to stay until the park closes. That is the only way you will see the entire park, or most of it. If you are in a large group, bring texting devices so that you can co-ordinate meetups. DO NOT depend on the ""free wifi,"" although out of the two (Universal/Xfinity), Xfinity worked better for our large group.  ** If going with young children, or pre-teens or anyone communication-disabled, take a full size photo of them and their clothing the day of adventure, so that in the case the group gets separated, the photo can immediately be sent to the staff to help you locate the lost party.  ** If you can help it, do not go on High Season Dates (see their calendar online). We were there on ""Regular Days,"" and even those were so very busy.  ** Anyone with low vision, especially in dark areas may want to avoid this park, or go with someone who has good vision, as many of the lineups were in very dark areas and had very low lighting.  Do NOT go to this theme park if you have very young children. It suits pre-teens and teens the best. It is not well suited to young children with only one small area for that age group. (Way too expensive for that, unless you have other age groups in your party and are going to split up during the day to accomplish the most.)  Do NOT wait to buy your tickets at the parking the morning of your day.  Do NOT wear sandals or flip flops. Sensible walking shoes only.  Do NOT buy your tickets on craigslist, or other similar sites. The tickets are tied to your fingerprint, so second days cannot be used by other people.  Do NOT buy the 2 park tickets - it would be a waste of money, UNLESS you have two full days. You cannot do these parks in one day.  TICKETS - Tickets can be wide ranging in price, and some can be fake, so avoid spending important dollards by NOT buying at unauthorized dealers. CHEAPEST prices that are legitimate are found online at tickets2you, which is cheaper than buying at the door. BUT, the biggest reason is to avoid the long lineup, which will waste hours of your valuable time in the morning. Also, select the ""Will Call Kiosk,"" - bring the credit card you used to buy the tickets because you will need to swipe it - instead of any other pickup options (where the lineups were also long), including the Guest Services where coupon exchangers have to suffer in the long line ups, too.  FOOD: You can bring in food, sandwhiches and snacks and drinks etc, but not large coolers. We spent the day: had a good breakfast before we arrived, packed lunches, then bought dinner at Monster Cafe, right in front of the large roller coaster. Much cheaper that way, so we didn't have to buy 2 meals for our group.  LINEUPS: It doesn't seem fair, but the Express Lineups are truly worth it unfortunately. Otherwise, we wouldn't have been able to see the whole park. It's just not possible. Plan to spend an entire day there 9-9 pm or close to that, to see the whole park an check out every ride. We had a group of disabled teens who have great difficulty waiting in lineups, which made us eligible for the AAP Pass, which is similar to the Express Pass. This was immensely helpful for our crew, which wouldn't have made it otherwise. Even on a regular day, the lineups are long, and you would waste a lot of time just waiting.  RIDES  **Very few rides for young children. **Only ONE extreme ride - the roller coaster. The rest are very mild rides and mostly 3D movies and simulators.  Mummy - excellent and enjoyed by all. Transformers - excellent and enjoyed by all. Rip-Ride - extreme roller coaster enjoyed by some! Men in Black - boring - do not bother if there is a lineup. Gringotts - Harry Potter - longest lineups but not better than the other rides ... disappointing. Terminator 2 - live action / 3D - kind of boring ... most in our group didn't like it too much.  Hope this helps! ENJOY!",2017-01-19
1900,5.0,"2 week holiday and intended to visit orlando. Everything absolutely fantastic! Although July time proved to be very popular and waiting times for rides were, at times more than we were willing to wait. Fast pass offered but very expensive. Recommened to visit in march-May time to improve wait times and cooler too!",2017-01-20
1901,5.0,Just returned from a amazing time. We loved both parks - all the rides were top notch. I can't say enough good things about the parks. Smaller crowds than Disney but much better rides. Would return for sure !!,2017-01-20
1902,1.0,"We bought two day tickets for Universal parks and what a bust. You are forced to use their locker system on most rides for teens and then getting your things out becomes a huge problem. Locker workers are few and far between. The lockers at the Incredible Hulk work other than that very frustrating. If you have someone that will hod your things while you ride it is worth a visit, otherwise skip this.",2017-01-20
